2025-12-05 00:43:08,887 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:43:08,887 | INFO | XP_MT5_BOT | INICIANDO ROBÔ DE DAY TRADE AUTÔNOMO
2025-12-05 00:43:08,887 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:43:08,888 | INFO | XP_MT5_BOT | --- INICIANDO BACKTEST E OTIMIZAÇÃO DE PARÂMETROS ---
2025-12-05 00:43:09,110 | INFO | XP_MT5_BOT | Rodando teste 1/81: EMA 9/20, SL/TP 15/30
2025-12-05 00:43:09,111 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:43:09,116 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 50. Filtro de Volume: 0% acima da média.
2025-12-05 00:43:09,116 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 15/30.
2025-12-05 00:43:09,123 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10116.10) > EMA 50 (10111.78)
2025-12-05 00:43:09,127 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,128 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,132 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,136 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,141 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10090.11) < EMA 50 (10095.52)
2025-12-05 00:43:09,144 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,147 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1156) < Média + 0% (1252)
2025-12-05 00:43:09,150 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,151 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1249) < Média + 0% (1318)
2025-12-05 00:43:09,152 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1185) < Média + 0% (1295)
2025-12-05 00:43:09,153 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1090) < Média + 0% (1284)
2025-12-05 00:43:09,153 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:43:09,159 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
