2025-12-05 00:45:24,053 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:45:24,054 | INFO | XP_MT5_BOT | INICIANDO ROBÔ DE DAY TRADE AUTÔNOMO
2025-12-05 00:45:24,054 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:45:24,055 | INFO | XP_MT5_BOT | --- INICIANDO BACKTEST E OTIMIZAÇÃO DE PARÂMETROS ---
2025-12-05 00:45:24,253 | INFO | XP_MT5_BOT | Rodando teste 1/81: EMA 9/20, SL/TP 15/30
2025-12-05 00:45:24,254 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:45:24,260 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 50. Filtro de Volume: 0% acima da média.
2025-12-05 00:45:24,260 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 15/30.
2025-12-05 00:45:24,266 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1236) < Média + 0% (1237)
2025-12-05 00:45:24,272 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1026) < Média + 0% (1189)
2025-12-05 00:45:24,276 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,280 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1100) < Média + 0% (1213)
2025-12-05 00:45:24,283 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,286 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,287 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1004) < Média + 0% (1217)
2025-12-05 00:45:24,292 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,296 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,300 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1064) < Média + 0% (1216)
2025-12-05 00:45:24,302 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:45:24,303 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1028) < Média + 0% (1232)
