2025-12-05 00:46:54,487 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:46:54,487 | INFO | XP_MT5_BOT | INICIANDO ROBÔ DE DAY TRADE AUTÔNOMO
2025-12-05 00:46:54,488 | INFO | XP_MT5_BOT | ================================================
2025-12-05 00:46:54,488 | INFO | XP_MT5_BOT | --- INICIANDO BACKTEST E OTIMIZAÇÃO DE PARÂMETROS ---
2025-12-05 00:46:54,693 | INFO | XP_MT5_BOT | Rodando teste 1/81: EMA 9/20, SL/TP 15/30
2025-12-05 00:46:54,694 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:46:54,695 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 50. Filtro de Volume: 0% acima da média.
2025-12-05 00:46:54,695 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 15/30.
2025-12-05 00:46:54,704 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10018.14) > EMA 50 (10016.97)
2025-12-05 00:46:54,706 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1068) < Média + 0% (1207)
2025-12-05 00:46:54,714 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,724 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10012.04) < EMA 50 (10012.11); ❌ Volume: Atual (1198) < Média + 0% (1306)
2025-12-05 00:46:54,731 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1198) < Média + 0% (1305)
2025-12-05 00:46:54,735 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,736 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,736 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,739 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,740 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,741 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1019) < Média + 0% (1231)
2025-12-05 00:46:54,743 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1004) < Média + 0% (1205)
2025-12-05 00:46:54,745 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,752 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1032) < Média + 0% (1182)
2025-12-05 00:46:54,758 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1088) < Média + 0% (1272)
2025-12-05 00:46:54,759 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,763 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10041.37) > EMA 50 (10041.08)
2025-12-05 00:46:54,771 | INFO | XP_MT5_BOT | Rodando teste 2/81: EMA 9/20, SL/TP 15/40
2025-12-05 00:46:54,771 | INFO | XP_MT5_BOT | Estratégia EMA Cross inicializada. EMA Rápida: 9, EMA Lenta: 20.
2025-12-05 00:46:54,772 | INFO | XP_MT5_BOT | Confirmador de Sinal inicializado. Filtro de Tendência: EMA 50. Filtro de Volume: 0% acima da média.
2025-12-05 00:46:54,772 | INFO | XP_MT5_BOT | Backtester inicializado. Parâmetros: EMA 9/20. SL/TP: 15/40.
2025-12-05 00:46:54,779 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Tendência: Preço (10018.14) > EMA 50 (10016.97)
2025-12-05 00:46:54,781 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Volume: Atual (1068) < Média + 0% (1207)
2025-12-05 00:46:54,791 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,798 | INFO | XP_MT5_BOT | 👉 Compra rejeitada: ❌ Tendência: Preço (10012.04) < EMA 50 (10012.11); ❌ Volume: Atual (1198) < Média + 0% (1306)
2025-12-05 00:46:54,805 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1198) < Média + 0% (1305)
2025-12-05 00:46:54,807 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,808 | INFO | XP_MT5_BOT | ✅ Sinal de VENDA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,809 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,811 | INFO | XP_MT5_BOT | ✅ Sinal de COMPRA confirmado por TENDÊNCIA e VOLUME!
2025-12-05 00:46:54,812 | INFO | XP_MT5_BOT | 👉 Venda rejeitada: ❌ Volume: Atual (1202) < Média + 0% (1219)
